NameSpace	Name	QualifiedName	NumberOfMethods	LinesOfCode	DepthOfInheritance	CyclomaticComplexity	ClassCoupling	AnonymousInnerClassLength	ClassFanOutComplexity	ClassDataAbstractionCoupling	Toxicity
System.Data.Entity.Core.Mapping.Update.Internal	UpdateTranslator.RelationshipConstraintValidator	System.Data.Entity.Core.Mapping.Update.Internal.UpdateTranslator.RelationshipConstraintValidator	8	109	1	53	50	0	0	0	5.298317367
System.Data.Entity.Core.Query.PlanCompiler	ApplyOpRules	System.Data.Entity.Core.Query.PlanCompiler.ApplyOpRules	9	195	1	47	37	0	0	0	5.278114659
System.Data.Entity.Core.Query.ResultAssembly	BridgeDataRecord	System.Data.Entity.Core.Query.ResultAssembly.BridgeDataRecord	47	202	2	77	37	0	0	0	5.241747015
System.Data.Entity.ModelConfiguration.Configuration	ConventionsConfiguration	System.Data.Entity.ModelConfiguration.Configuration.ConventionsConfiguration	31	224	1	124	46	0	0	0	5.170483995
System.Data.Entity.Core.Objects.ELinq	TypeSystem	System.Data.Entity.Core.Objects.ELinq.TypeSystem	12	149	1	77	40	0	0	0	5.135798437
System.Data.Entity.Core.Mapping.ViewGeneration.Structures	LeafCellTreeNode	System.Data.Entity.Core.Mapping.ViewGeneration.Structures.LeafCellTreeNode	19	103	3	39	63	0	0	0	5.105945474
System.Data.Entity	DbContext	System.Data.Entity.DbContext	33	83	1	40	42	0	0	0	5.049856007
System.Data.Entity.ModelConfiguration.Conventions	ForeignKeyDiscoveryConvention	System.Data.Entity.ModelConfiguration.Conventions.ForeignKeyDiscoveryConvention	4	56	1	29	24	0	0	0	4.9698133
System.Data.Entity.Core.Metadata.Edm	EdmSerializationVisitor	System.Data.Entity.Core.Metadata.Edm.EdmSerializationVisitor	31	140	2	56	43	0	0	0	4.96284463
System.Data.Entity.Core.Objects.ELinq	CompiledELinqQueryState	System.Data.Entity.Core.Objects.ELinq.CompiledELinqQueryState	5	69	3	20	36	0	0	0	4.882801923
System.Data.Entity.Core.Mapping.ViewGeneration.Structures	Domain	System.Data.Entity.Core.Mapping.ViewGeneration.Structures.Domain	30	198	2	88	43	0	0	0	4.86753445
System.Data.Entity.Core.Mapping.Update.Internal	Propagator.Evaluator	System.Data.Entity.Core.Mapping.Update.Internal.Propagator.Evaluator	26	187	3	72	50	0	0	0	4.787491743
System.Data.Entity.Core.Mapping.ViewGeneration	CqlGenerator	System.Data.Entity.Core.Mapping.ViewGeneration.CqlGenerator	14	152	2	48	46	0	0	0	4.718498871
System.Data.Entity.Core.Objects.ELinq	ExpressionConverter.MethodCallTranslator.SelectManyTranslator	System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.SelectManyTranslator	4	82	3	26	35	0	0	0	4.700480366
System.Data.Entity.Spatial	DbSpatialServices	System.Data.Entity.Spatial.DbSpatialServices	129	17	1	130	12	0	0	0	4.691347882
System.Data.Entity.Spatial	DefaultSpatialServices	System.Data.Entity.Spatial.DefaultSpatialServices	127	220	2	132	13	0	0	0	4.672828834
System.Data.Entity.Core.Common.Internal	DbTypeMap	System.Data.Entity.Core.Common.Internal.DbTypeMap	4	79	1	28	8	0	0	0	4.65396035
System.Data.Entity.Internal.Validation	EntityValidatorBuilder	System.Data.Entity.Internal.Validation.EntityValidatorBuilder	10	107	1	65	56	0	0	0	4.644390899
System.Data.Entity.Core.Mapping.Update.Internal	ExtractorMetadata	System.Data.Entity.Core.Mapping.Update.Internal.ExtractorMetadata	5	104	1	35	46	0	0	0	4.564348191
System.Data.Entity.Core.Objects.Internal	EntityProxyTypeInfo	System.Data.Entity.Core.Objects.Internal.EntityProxyTypeInfo	16	70	1	35	43	0	0	0	4.510859507
System.Data.Entity.Core.Metadata.Edm.Provider	EdmProviderManifestSpatialFunctions	System.Data.Entity.Core.Metadata.Edm.Provider.EdmProviderManifestSpatialFunctions	1	115	1	1	1	0	0	0	4.442651256
System.Data.Entity.Core.Mapping.Update.Internal	PropagatorResult	System.Data.Entity.Core.Mapping.Update.Internal.PropagatorResult	26	84	1	46	44	0	0	0	4.430816799
System.Data.Entity.ModelConfiguration.Configuration	ConventionTypeConfiguration	System.Data.Entity.ModelConfiguration.Configuration.ConventionTypeConfiguration	32	166	1	75	37	0	0	0	4.430816799
System.Data.Entity.Edm	EdmModelVisitor	System.Data.Entity.Edm.EdmModelVisitor	47	112	1	82	33	0	0	0	4.394449155
System.Data.Entity.Internal	DbHelpers	System.Data.Entity.Internal.DbHelpers	21	196	1	85	50	0	0	0	4.382026635
System.Data.Entity.Core.Mapping.ViewGeneration.Validation	RewritingValidator	System.Data.Entity.Core.Mapping.ViewGeneration.Validation.RewritingValidator	11	139	1	49	49	0	0	0	4.33073334
System.Data.Entity	DbFunctions	System.Data.Entity.DbFunctions	94	132	1	95	20	0	0	0	4.304065093
System.Data.Entity.Core.Objects	EntityFunctions	System.Data.Entity.Core.Objects.EntityFunctions	93	127	1	93	11	0	0	0	4.290459441
System.Data.Entity.Core.Objects.DataClasses	StructuralObject	System.Data.Entity.Core.Objects.DataClasses.StructuralObject	90	210	1	115	26	0	0	0	4.248495242
System.Data.Entity.Core.Common.CommandTrees.ExpressionBuilder.Spatial	SpatialEdmFunctions	System.Data.Entity.Core.Common.CommandTrees.ExpressionBuilder.Spatial.SpatialEdmFunctions	88	317	1	88	5	0	0	0	4.219507705
System.Data.Entity.Core.Mapping	MappingFragment	System.Data.Entity.Core.Mapping.MappingFragment	33	113	3	50	35	0	0	0	4.17438727
System.Data.Entity.Core.Objects.Internal	TransactionManager	System.Data.Entity.Core.Objects.Internal.TransactionManager	77	154	1	80	12	0	0	0	4.043051268
System.Data.Entity.Spatial	DbGeometry	System.Data.Entity.Spatial.DbGeometry	75	162	1	77	10	0	0	0	4.007333185
System.Data.Entity.Core.Common.CommandTrees.ExpressionBuilder	EdmFunctions	System.Data.Entity.Core.Common.CommandTrees.ExpressionBuilder.EdmFunctions	74	280	1	79	19	0	0	0	3.988984047
System.Data.Entity.Core.Metadata.Edm	ItemCollection	System.Data.Entity.Core.Metadata.Edm.ItemCollection	29	126	3	50	36	0	0	0	3.988984047
System.Data.Entity.Core.Mapping.ViewGeneration.Structures	LeftCellWrapper	System.Data.Entity.Core.Mapping.ViewGeneration.Structures.LeftCellWrapper	24	94	2	42	43	0	0	0	3.951243719
System.Data.Entity.Infrastructure	DbEntityEntry<TEntity>	System.Data.Entity.Infrastructure.DbEntityEntry<TEntity>	33	83	1	38	34	0	0	0	3.951243719
System.Data.Entity.ModelConfiguration.Configuration	ValueConditionConfiguration	System.Data.Entity.ModelConfiguration.Configuration.ValueConditionConfiguration	20	131	1	66	40	0	0	0	3.912023005
System.Data.Entity.Core.Objects.ELinq	ExpressionConverter.MethodCallTranslator.SpatialMethodCallTranslator	System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.SpatialMethodCallTranslator	7	101	2	15	23	0	0	0	3.871201011
System.Data.Entity.Core.Common.CommandTrees	DbExpressionRebinder	System.Data.Entity.Core.Common.CommandTrees.DbExpressionRebinder	8	101	3	45	45	0	0	0	3.80666249
System.Data.Entity.Core.Metadata.Edm	EntityType	System.Data.Entity.Core.Metadata.Edm.EntityType	19	85	6	40	33	0	0	0	3.80666249
System.Data.Entity.Core.Objects	CompiledQuery	System.Data.Entity.Core.Objects.CompiledQuery	35	114	1	38	33	0	0	0	3.80666249
System.Data.Entity.Core.Query.PlanCompiler	GroupByOpRules	System.Data.Entity.Core.Query.PlanCompiler.GroupByOpRules	5	117	1	36	34	0	0	0	3.784189634
System.Data.Entity.Infrastructure	DbRawSqlQuery<TElement>	System.Data.Entity.Infrastructure.DbRawSqlQuery<TElement>	64	157	1	67	29	0	0	0	3.784189634
System.Data.Entity.Core.Query.PlanCompiler	Validator	System.Data.Entity.Core.Query.PlanCompiler.Validator	12	99	3	16	16	0	0	0	3.761200116
System.Data.Entity.Infrastructure	DbContextInfo	System.Data.Entity.Infrastructure.DbContextInfo	23	109	1	60	44	0	0	0	3.737669618
System.Data.Entity.Core.Mapping.Update.Internal	UpdateCommandOrderer	System.Data.Entity.Core.Mapping.Update.Internal.UpdateCommandOrderer	8	115	2	87	38	0	0	0	3.688879454
System.Data.Entity.Core.Metadata.Edm.Provider	ClrProviderManifest	System.Data.Entity.Core.Metadata.Edm.Provider.ClrProviderManifest	14	102	2	39	27	0	0	0	3.63758616
System.Data.Entity.Spatial	DbGeography	System.Data.Entity.Spatial.DbGeography	58	131	1	60	10	0	0	0	3.63758616
System.Data.Entity.Core.Metadata.Edm	EdmValidator	System.Data.Entity.Core.Metadata.Edm.EdmValidator	23	130	1	69	34	0	0	0	3.583518938
System.Data.Entity.Core.Query.PlanCompiler	ProjectOpRules	System.Data.Entity.Core.Query.PlanCompiler.ProjectOpRules	5	111	1	42	25	0	0	0	3.583518938
System.Data.Entity.Infrastructure.Annotations	IndexAnnotationSerializer	System.Data.Entity.Infrastructure.Annotations.IndexAnnotationSerializer	6	78	1	39	21	0	0	0	3.583518938
System.Data.Entity.Internal	InterceptableDbCommand	System.Data.Entity.Internal.InterceptableDbCommand	27	66	4	44	24	0	0	0	3.555348061
System.Data.Entity.Core.EntityClient	EntityParameter	System.Data.Entity.Core.EntityClient.EntityParameter	54	199	3	118	31	0	0	0	3.526360525
System.Data.Entity.Core.Metadata.Edm	EdmModel	System.Data.Entity.Core.Metadata.Edm.EdmModel	37	99	2	47	32	0	0	0	3.526360525
System.Data.Entity.Core.Objects.ELinq	ExpressionConverter.MethodCallTranslator	System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator	13	81	3	46	64	0	0	0	3.526360525
System.Linq.Expressions	EntityExpressionVisitor	System.Linq.Expressions.EntityExpressionVisitor	31	229	1	118	33	0	0	0	3.496507561
System.Data.Entity.ModelConfiguration.Configuration.Types	StructuralTypeConfiguration	System.Data.Entity.ModelConfiguration.Configuration.Types.StructuralTypeConfiguration	16	89	2	48	62	0	0	0	3.465735903
System.Data.Entity.Core.Query.PlanCompiler	TransformationRulesContext	System.Data.Entity.Core.Query.PlanCompiler.TransformationRulesContext	25	147	2	80	36	0	0	0	3.401197382
System.Data.Entity.Core.SchemaObjectModel	EntityContainer	System.Data.Entity.Core.SchemaObjectModel.EntityContainer	25	169	3	89	36	0	0	0	3.401197382
System.Data.Entity.ModelConfiguration.Edm.Services	ModificationFunctionMappingGenerator	System.Data.Entity.ModelConfiguration.Edm.Services.ModificationFunctionMappingGenerator	10	96	2	40	60	0	0	0	3.401197382
System.Data.Entity.Core.Objects	DbUpdatableDataRecord	System.Data.Entity.Core.Objects.DbUpdatableDataRecord	49	124	2	67	24	0	0	0	3.36729583
System.Data.Entity.Infrastructure	TransactionHandler	System.Data.Entity.Infrastructure.TransactionHandler	49	40	1	69	28	0	0	0	3.36729583
System.Data.Entity.ModelConfiguration.Edm	DbDatabaseMappingExtensions	System.Data.Entity.ModelConfiguration.Edm.DbDatabaseMappingExtensions	13	133	1	65	59	0	0	0	3.36729583
System.Data.Entity.Core.EntityClient	EntityParameterCollection	System.Data.Entity.Core.EntityClient.EntityParameterCollection	48	174	3	90	24	0	0	0	3.33220451
System.Data.Entity.Core.Metadata.Edm	MetadataCollection<T>	System.Data.Entity.Core.Metadata.Edm.MetadataCollection<T>	48	192	1	94	22	0	0	0	3.33220451
System.Data.Entity.Core.Query.PlanCompiler	JoinOpRules	System.Data.Entity.Core.Query.PlanCompiler.JoinOpRules	4	105	1	25	24	0	0	0	3.33220451
System.Data.Entity.Core.Mapping.Update.Internal	DynamicUpdateCommand	System.Data.Entity.Core.Mapping.Update.Internal.DynamicUpdateCommand	14	147	2	61	57	0	0	0	3.295836866
System.Data.Entity.Core.Objects	ObjectStateEntry	System.Data.Entity.Core.Objects.ObjectStateEntry	47	28	1	48	22	0	0	0	3.295836866
System.Data.Entity.Core.Query.PlanCompiler	KeyPullup	System.Data.Entity.Core.Query.PlanCompiler.KeyPullup	7	81	2	23	26	0	0	0	3.295836866
System.Data.Entity.Core.Common.Internal.Materialization	ColumnMapKeyBuilder	System.Data.Entity.Core.Common.Internal.Materialization.ColumnMapKeyBuilder	22	99	2	37	43	0	0	0	3.258096538
System.Data.Entity.Core.EntityClient	EntityDataReader	System.Data.Entity.Core.EntityClient.EntityDataReader	46	110	3	53	29	0	0	0	3.258096538
System.Data.Entity.Core.Objects	ObjectQuery	System.Data.Entity.Core.Objects.ObjectQuery	33	56	1	38	32	0	0	0	3.258096538
System.Data.Entity.Core.Mapping.ViewGeneration.Structures	TypeRestriction	System.Data.Entity.Core.Mapping.ViewGeneration.Structures.TypeRestriction	11	87	4	33	35	0	0	0	3.218875825
System.Data.Entity.Core.Objects.Internal	BufferedDataReader	System.Data.Entity.Core.Objects.Internal.BufferedDataReader	45	154	3	60	29	0	0	0	3.218875825
System.Data.Entity.Core.Common.EntitySql.AST	Literal	System.Data.Entity.Core.Common.EntitySql.AST.Literal	26	243	2	117	18	0	0	0	3.17805383
System.Data.Entity.Core.Mapping.ViewGeneration	ViewgenContext	System.Data.Entity.Core.Mapping.ViewGeneration.ViewgenContext	18	97	2	45	54	0	0	0	3.17805383
System.Data.Entity.Core.Objects	ObjectView<TElement>	System.Data.Entity.Core.Objects.ObjectView<TElement>	44	129	1	68	31	0	0	0	3.17805383
System.Data.Entity.Migrations.Utilities	IndentedTextWriter	System.Data.Entity.Migrations.Utilities.IndentedTextWriter	43	117	3	56	6	0	0	0	3.135494216
System.Data.Entity.Core.Mapping.ViewGeneration.QueryRewriting	FragmentQueryKB	System.Data.Entity.Core.Mapping.ViewGeneration.QueryRewriting.FragmentQueryKB	8	80	2	30	52	0	0	0	3.091042453
System.Data.Entity.Core.Objects.ELinq	ExpressionConverter.MemberAccessTranslator	System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MemberAccessTranslator	11	107	3	49	51	0	0	0	3.044522438
System.Data.Entity.ModelConfiguration.Mappers	PropertyFilter	System.Data.Entity.ModelConfiguration.Mappers.PropertyFilter	7	55	1	37	21	0	0	0	3.044522438
System.Data.Entity.Core.Metadata.Edm	AssociationType	System.Data.Entity.Core.Metadata.Edm.AssociationType	16	64	7	26	24	0	0	0	2.995732274
System.Data.Entity.Core.Metadata.Edm	ClrEntityType	System.Data.Entity.Core.Metadata.Edm.ClrEntityType	9	50	7	20	27	0	0	0	2.995732274
System.Data.Entity.Core.Metadata.Edm	EnumType	System.Data.Entity.Core.Metadata.Edm.EnumType	12	54	5	22	32	0	0	0	2.995732274
System.Data.Entity.Core.Common.CommandTrees	DbExpression	System.Data.Entity.Core.Common.CommandTrees.DbExpression	39	108	1	59	25	0	0	0	2.944438979
System.Data.Entity.Core.Mapping.ViewGeneration	CellTreeSimplifier	System.Data.Entity.Core.Mapping.ViewGeneration.CellTreeSimplifier	12	217	2	72	27	0	0	0	2.944438979
System.Data.Entity.Core.Metadata.Edm	ObjectItemLoadingSessionData	System.Data.Entity.Core.Metadata.Edm.ObjectItemLoadingSessionData	19	75	1	43	36	0	0	0	2.890371758
System.Data.Entity.Core.Mapping.Update.Internal	ModificationFunctionMappingTranslator.EntitySetTranslator	System.Data.Entity.Core.Mapping.Update.Internal.ModificationFunctionMappingTranslator.EntitySetTranslator	5	103	2	47	47	0	0	0	2.833213344
System.Data.Entity.Core.Mapping.ViewGeneration	ViewGenerator	System.Data.Entity.Core.Mapping.ViewGeneration.ViewGenerator	14	188	2	54	47	0	0	0	2.833213344
System.Data.Entity.Core.Mapping	FunctionImportMappingNonComposable	System.Data.Entity.Core.Mapping.FunctionImportMappingNonComposable	9	95	3	36	46	0	0	0	2.772588722
System.Data.Entity.Core.Metadata.Edm	ClrComplexType	System.Data.Entity.Core.Metadata.Edm.ClrComplexType	6	14	6	7	10	0	0	0	2.708050201
System.Data.Entity.Core.Metadata.Edm	ClrEnumType	System.Data.Entity.Core.Metadata.Edm.ClrEnumType	3	9	6	3	5	0	0	0	2.708050201
System.Data.Entity.Core.Metadata.Edm	RelationshipType	System.Data.Entity.Core.Metadata.Edm.RelationshipType	2	7	6	3	12	0	0	0	2.708050201
System.Data.Entity.Core.Common.EntitySql	CqlErrorHelper	System.Data.Entity.Core.Common.EntitySql.CqlErrorHelper	8	86	1	40	21	0	0	0	2.63905733
System.Data.Entity.Core.Common.Utils.Boolean	Simplifier<T_Identifier>	System.Data.Entity.Core.Common.Utils.Boolean.Simplifier<T_Identifier>	6	57	3	28	18	0	0	0	2.63905733
System.Data.Entity.Core.Metadata.Edm	EdmModelRuleSet	System.Data.Entity.Core.Metadata.Edm.EdmModelRuleSet	2	55	2	7	23	0	0	0	2.63905733
System.Data.Entity.Core.Objects.ELinq	ExpressionConverter.MethodCallTranslator.ContainsTranslator	System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MethodCallTranslator.ContainsTranslator	4	51	2	23	32	0	0	0	2.63905733
System.Data.Entity.Core.Objects.Internal	BaseEntityWrapper<TEntity>	System.Data.Entity.Core.Objects.Internal.BaseEntityWrapper<TEntity>	34	60	1	51	21	0	0	0	2.63905733
System.Data.Entity.Core.Objects.Internal	EntityProxyFactory.ProxyTypeBuilder	System.Data.Entity.Core.Objects.Internal.EntityProxyFactory.ProxyTypeBuilder	14	88	1	34	44	0	0	0	2.63905733
System.Data.Entity.Internal	InterceptableDbCommand.NullDataReader	System.Data.Entity.Internal.InterceptableDbCommand.NullDataReader	34	38	3	34	9	0	0	0	2.63905733
System.Data.Entity.ModelConfiguration.Edm.Services	PropertyMappingGenerator	System.Data.Entity.ModelConfiguration.Edm.Services.PropertyMappingGenerator	2	45	2	21	27	0	0	0	2.63905733
System.Data.Entity.Core.Mapping.ViewGeneration	CellPartitioner	System.Data.Entity.Core.Mapping.ViewGeneration.CellPartitioner	3	47	2	17	23	0	0	0	2.564949357
System.Data.Entity.Core.Objects	DelegateFactory	System.Data.Entity.Core.Objects.DelegateFactory	17	126	1	46	43	0	0	0	2.564949357
System.Data.Entity.Core.Objects.ELinq	ExpressionConverter.MemberAccessTranslator.SpatialPropertyTranslator	System.Data.Entity.Core.Objects.ELinq.ExpressionConverter.MemberAccessTranslator.SpatialPropertyTranslator	5	58	2	9	23	0	0	0	2.564949357
System.Data.Entity.Core.Objects.Internal	NullEntityWrapper	System.Data.Entity.Core.Objects.Internal.NullEntityWrapper	33	52	1	33	12	0	0	0	2.564949357
System.Data.Entity.Infrastructure.Interception	InternalDispatcher<TInterceptor>	System.Data.Entity.Infrastructure.Interception.InternalDispatcher<TInterceptor>	10	152	1	59	26	0	0	0	2.564949357
System.Data.Entity.Core.Mapping.Update.Internal	ViewLoader	System.Data.Entity.Core.Mapping.Update.Internal.ViewLoader	17	101	1	44	42	0	0	0	2.48490665
System.Data.Entity.Core.Mapping.ViewGeneration	GeneratedView	System.Data.Entity.Core.Mapping.ViewGeneration.GeneratedView	9	99	2	33	42	0	0	0	2.48490665
System.Data.Entity.Core.Metadata.Edm	MetadataCache	System.Data.Entity.Core.Metadata.Edm.MetadataCache	12	121	1	42	30	0	0	0	2.48490665
System.Data.Entity.Core.Objects.Internal	ObjectQueryExecutionPlan	System.Data.Entity.Core.Objects.Internal.ObjectQueryExecutionPlan	5	58	1	22	42	0	0	0	2.48490665
System.Data.Entity.Core.Common.Utils	Set<TElement>	System.Data.Entity.Core.Common.Utils.Set<TElement>	31	71	2	38	16	0	0	0	2.397895273
System.Data.Entity.Core.Mapping.Update.Internal	Propagator.ExtentPlaceholderCreator	System.Data.Entity.Core.Mapping.Update.Internal.Propagator.ExtentPlaceholderCreator	11	101	1	22	41	0	0	0	2.397895273
System.Data.Entity.Infrastructure.DependencyResolution	RootDependencyResolver	System.Data.Entity.Infrastructure.DependencyResolution.RootDependencyResolver	7	41	1	19	41	0	0	0	2.397895273
System.Data.Entity.ModelConfiguration.Edm.Services	AssociationTypeMappingGenerator	System.Data.Entity.ModelConfiguration.Edm.Services.AssociationTypeMappingGenerator	8	80	2	20	41	0	0	0	2.397895273
System.Data.Entity.Core	EntityCommandCompilationException	System.Data.Entity.Core.EntityCommandCompilationException	4	8	5	4	4	0	0	0	2.302585093
System.Data.Entity.Core	EntityCommandExecutionException	System.Data.Entity.Core.EntityCommandExecutionException	4	8	5	4	4	0	0	0	2.302585093
System.Data.Entity.Core	EntitySqlException	System.Data.Entity.Core.EntitySqlException	14	63	5	29	12	0	0	0	2.302585093
System.Data.Entity.Core	InternalMappingException	System.Data.Entity.Core.InternalMappingException	7	12	5	7	7	0	0	0	2.302585093
System.Data.Entity.Core	MappingException	System.Data.Entity.Core.MappingException	4	4	5	4	5	0	0	0	2.302585093
